model_rank,model_id,model_status,exclusion_reason,variable_1,test_type_1,test_statistic_1,p_value_1,variable_2,test_type_2,test_statistic_2,p_value_2,variable_3,test_type_3,test_statistic_3,p_value_3,variable_4,test_type_4,test_statistic_4,p_value_4,r_squared,adjusted_r_squared,RMSE,MAE,spearman,f_statistics,f_p_value,aic,aicc,bic,vif,max_vif,mean_vif,condition_number,max_cooks_distance,sign_check,sign_failures,n_observations,n_original_variables,n_parameters,price_included,demand_supply_included,market_speed_included,family_coverage,families_included,sign_rank,vif_rank
2130,4756,VALID,,MEDIAN_LIST_PPSF_MOM,t,0.681157126615905,0.4978155182752906,MEDIAN_DOM_MOM,t,0.4744155702801346,0.6365462726308433,PARENT_METRO_REGION,joint_F,10.722764961991253,5.7522317931618555e-06,,,,,0.31874936385113806,0.27451230955575745,13.581459832495536,10.118535310813128,0.5173600353570039,7.205483478234732,1.404649396205592e-05,680.5889286125979,681.6941917704926,695.1019722593775,3.517397915369082,3.517397915369082,2.188811763931674,382.70245378247483,1.5770065119814072,FAIL,MEDIAN_DOM_MOM,83,3,6,1,0,1,2,"price, market_speed, geography",2,0
2131,1044,VALID,,MEDIAN_SALE_PRICE_MOM,t,-0.644270036000911,0.5213149889471186,INVENTORY_YOY,t,-0.45655722312284797,0.6492746117629595,PARENT_METRO_REGION,joint_F,11.87147054577244,1.7962165375507525e-06,,,,,0.31873814842114123,0.2745003658510855,13.58157162782974,9.997924811526671,0.5346648727482834,7.205111330261224,1.4054715078673361e-05,680.5902950304445,681.6955581883392,695.1033386772241,3.573836731068819,3.573836731068819,2.238466462092403,8.913544905328914,0.04495510741676416,FAIL,MEDIAN_SALE_PRICE_MOM,83,3,6,1,1,0,2,"price, demand_supply, geography",2,0
2132,3434,VALID,,MEDIAN_PPSF,t,0.7834106454675589,0.43582060460424565,AVG_SALE_TO_LIST_YOY,t,0.3552820750726557,0.7233624168533866,County,joint_F,8.852299202796756,6.374454910672023e-06,,,,,0.31870191001508985,0.2649152187004916,13.581932845738413,10.28767473659225,0.5254979291544807,5.925293083209069,4.103368681367521e-05,682.5947099374314,684.0880432707647,699.5265941920076,1.6324539332266785,1.6324539332266785,1.2990608671212747,31919.085980697662,0.05690591939162526,PASS,,83,3,7,1,0,1,2,"price, market_speed, geography",0,0
2133,7000,VALID,,MEDIAN_DOM_MOM,t,0.586807229774901,0.5590497571373032,OFF_MARKET_IN_TWO_WEEKS_MOM,t,0.676892915868565,0.5005024062201903,PARENT_METRO_REGION,joint_F,11.193052407381176,3.5575779175890766e-06,,,,,0.3186984314625566,0.27445806986921617,13.581967518818592,10.300190242926567,0.5310526979530164,7.203793549249165,1.4083865689495287e-05,680.5951337154038,681.7003968732985,695.1081773621834,3.573591468506741,3.573591468506741,2.2096815769079248,251.62577556341265,1.311412079413484,FAIL,MEDIAN_DOM_MOM,83,3,6,0,0,1,1,"market_speed, geography",2,0
2134,153,VALID,,MEDIAN_SALE_PRICE,t,-0.3790165044867727,0.7057324535328466,MEDIAN_PPSF_MOM,t,0.7052282741656771,0.4828240623902399,County,joint_F,8.195021708402788,1.5039877733264283e-05,,,,,0.3186962896067399,0.2649091545756931,13.581988868096659,9.879356429994283,0.5211087167579062,5.925139709017464,4.104522000155033e-05,682.5953946479505,684.0887279812838,699.5272789025266,1.2510417946531875,1.2510417946531875,1.1651392156881437,16028803.655253384,0.07345408429686293,PASS,,83,3,7,1,0,0,1,"price, geography",0,0
2135,3756,VALID,,MEDIAN_PPSF_MOM,t,0.6364632553550864,0.5263620533625123,INVENTORY_YOY,t,-0.41526796154182266,0.6791006438031526,PARENT_METRO_REGION,joint_F,11.993773392003114,1.5899288206662024e-06,,,,,0.3186501499247576,0.27440665316662505,13.5824487643426,10.01069403794938,0.5266109830158129,7.202191808362998,1.4119380919615061e-05,680.6010154362668,681.7062785941615,695.1140590830464,3.5827765892770995,3.5827765892770995,2.2451132348201193,15.43657815588432,0.06341970972751856,PASS,,83,3,6,1,1,0,2,"price, demand_supply, geography",0,0
2136,6990,VALID,,MEDIAN_DOM_MOM,t,0.605285840198672,0.5467923118063892,SOLD_ABOVE_LIST_MOM,t,0.6629550264390295,0.5093651067975682,County,joint_F,8.096486448697089,1.7130420205781582e-05,,,,,0.318631275300299,0.2648390075608489,13.58263689225091,10.2133245430956,0.4897436989862119,5.923365730621944,4.117885718003795e-05,682.6033146546956,684.096647988029,699.5351989092718,1.1481720053632547,1.1481720053632547,1.091102009027106,267.21992694217676,1.4832129462520072,FAIL,MEDIAN_DOM_MOM,83,3,7,0,0,1,1,"market_speed, geography",2,0
2137,3679,VALID,,MEDIAN_PPSF_MOM,t,0.7687014491239789,0.4444527881847379,NEW_LISTINGS,t,-0.3682574603705609,0.7137050158543436,County,joint_F,8.44543945266311,1.0822880877750539e-05,,,,,0.3186243436417405,0.2648315286660885,13.582705981099869,10.001594759469164,0.5135588514154729,5.923176613567401,4.1193129864979844e-05,682.6041590209147,684.0974923542481,699.5360432754909,1.2219354982936412,1.2219354982936412,1.1397570084587756,1258.571740920753,0.09977680375424067,PASS,,83,3,7,1,1,0,2,"price, demand_supply, geography",0,0
2138,2196,VALID,,MEDIAN_LIST_PRICE_MOM,t,1.774271564881426,0.07987106709554381,MEDIAN_PPSF_MOM,t,-3.4384337356911243,0.0009366114043622745,AVG_SALE_TO_LIST,t,5.6247365430641265,2.711418904261724e-07,,,,,0.3186078045964803,0.29273215160647326,13.582870826749765,10.802439993187969,0.5277765394177741,12.313034369394405,1.088196875247303e-06,676.6061736571639,677.1189941699845,686.2815360883503,1.4548596348124334,1.4548596348124334,1.3217127794459576,95.35010507425619,0.3914007241528622,FAIL,MEDIAN_PPSF_MOM,83,3,4,1,0,1,2,"price, market_speed",2,0
2139,6958,VALID,,MEDIAN_DOM_MOM,t,2.2454794936374243,0.027532148891830855,AVG_SALE_TO_LIST,t,2.039044845153045,0.04478985105539439,SOLD_ABOVE_LIST,t,2.6052868237431714,0.01096592861392563,,,,,0.318605716647302,0.2927299843680856,13.582891637321449,10.58507258764731,0.5123407924728828,12.31291594801392,1.0883252864116303e-06,676.606427988689,677.1192485015096,686.2817904198754,1.9464211849688495,1.9464211849688495,1.6264780360478186,1337.6766895419983,0.4191010309127941,FAIL,MEDIAN_DOM_MOM,83,3,4,0,0,1,1,market_speed,2,0
2140,3435,VALID,,MEDIAN_PPSF,t,0.7834714211789424,0.4357536088285746,AVG_SALE_TO_LIST_YOY,t,0.34055655162170284,0.7343648410541932,PARENT_METRO_REGION,joint_F,11.951836447571026,1.6577792531591052e-06,,,,,0.31858359901804933,0.27433578077246823,13.583112081586192,10.301618583016154,0.5231038133018036,7.199984352897775,1.4168476524432448e-05,680.6091220726865,681.7143852305812,695.1221657194661,3.480590641085374,3.480590641085374,2.4036351294971547,31138.777245743036,0.06725840247067173,PASS,,83,3,6,1,0,1,2,"price, market_speed, geography",0,0
2141,6991,VALID,,MEDIAN_DOM_MOM,t,0.6036005963855138,0.5478832856758755,SOLD_ABOVE_LIST_MOM,t,0.6660625077959119,0.5073617662780188,PARENT_METRO_REGION,joint_F,10.93409294040417,4.631929139919653e-06,,,,,0.31857047563987173,0.27432180522687644,13.583242879332007,10.203291427115774,0.4915812879082228,7.199549108854381,1.4178177262446304e-05,680.6107205518227,681.7159837097174,695.1237641986023,3.5123316049957714,3.5123316049957714,2.1925618629752583,267.2916899929125,1.6438118456476112,FAIL,MEDIAN_DOM_MOM,83,3,6,0,0,1,1,"market_speed, geography",2,0
2142,3680,VALID,,MEDIAN_PPSF_MOM,t,0.7659769619517244,0.44603179508340285,NEW_LISTINGS,t,-0.39356797597940407,0.6949877202940971,PARENT_METRO_REGION,joint_F,11.401723208193767,2.879624713243548e-06,,,,,0.31849515175855003,0.27424159018442995,13.583993591082493,10.014037653964834,0.5122987904403796,7.197051275186148,1.4233980390041213e-05,680.6198947017771,681.7251578596718,695.1329383485566,3.533321261869795,3.533321261869795,2.2085083907188015,1217.2748320581063,0.11299882979563178,PASS,,83,3,6,1,1,0,2,"price, demand_supply, geography",0,0
2143,154,VALID,,MEDIAN_SALE_PRICE,t,-0.38934581305881455,0.6980950747713734,MEDIAN_PPSF_MOM,t,0.6911723564213753,0.49153580367625804,PARENT_METRO_REGION,joint_F,11.058051919741326,4.081405282391498e-06,,,,,0.31846595242107356,0.2742104947860784,13.584284593681865,9.899725858287342,0.520132169502209,7.196083137308809,1.4255669447062241e-05,680.6234507925362,681.7287139504309,695.1364944393158,3.511170937101376,3.511170937101376,2.241769872844004,15410823.950132743,0.08451344934942068,PASS,,83,3,6,1,0,0,1,"price, geography",0,0
2144,2010,VALID,,MEDIAN_LIST_PRICE,t,-0.6877265386903635,0.4937186060411013,NEW_LISTINGS_MOM,t,0.5583249950511102,0.5782636815071462,County,joint_F,8.072720822994853,1.7677704223059902e-05,,,,,0.31845851263992064,0.26465260574307226,13.584358738054437,10.001902994858977,0.5124667985703921,5.918653378530343,4.153600567094062e-05,682.6243568345271,684.1176901678605,699.5562410891033,1.3040443946898672,1.3040443946898672,1.173076173701286,8778902.388638604,0.33362409813232596,NOT_APPLICABLE,,83,3,7,1,1,0,2,"price, demand_supply, geography",1,0
2145,890,VALID,,MEDIAN_SALE_PRICE_MOM,t,-0.8055434829494105,0.42301932086050154,HOMES_SOLD_YOY,t,-0.30714775226961294,0.7595709530921773,County,joint_F,8.77163814945132,7.076174793668963e-06,,,,,0.3183725081506741,0.26455981142572726,13.585215823794062,10.033301213744418,0.5108602208271483,5.916308371943777,4.1714908374652686e-05,682.6348300373741,684.1281633707074,699.5667142919502,1.2187573263060918,1.2187573263060918,1.1259687650678634,7.215205929546678,0.12949028205984336,FAIL,"MEDIAN_SALE_PRICE_MOM, HOMES_SOLD_YOY",83,3,7,1,1,0,2,"price, demand_supply, geography",2,0
2146,1100,VALID,,MEDIAN_SALE_PRICE_MOM,t,-0.7581069124445435,0.4507314379141918,AVG_SALE_TO_LIST_YOY,t,0.30392477413928115,0.7620157531553347,County,joint_F,8.782148749187826,6.980431130159813e-06,,,,,0.31835486581411077,0.26454077627311945,13.585391633456878,9.999703926606598,0.5110492299734123,5.915827407460153,4.175169855839928e-05,682.6369782708335,684.1303116041669,699.5688625254097,1.2831138221214367,1.2831138221214367,1.1334641455003036,49.071544989192304,0.06545457135360197,FAIL,MEDIAN_SALE_PRICE_MOM,83,3,7,1,0,1,2,"price, market_speed, geography",2,0
2147,4880,VALID,,MEDIAN_LIST_PPSF_YOY,t,0.8002571503056812,0.4260562755529418,HOMES_SOLD_YOY,t,-0.21542846131807641,0.8300103709971066,County,joint_F,8.67795258557085,7.991267921317944e-06,,,,,0.3182970101617968,0.264478353069307,13.585968161461059,10.07501939511213,0.5130443265173098,5.914250324284185,4.1872565809091875e-05,682.6440227212719,684.1373560546052,699.575906975848,1.1312818324787886,1.1312818324787886,1.0744796204181755,12.216588869391764,0.1292707305091059,FAIL,HOMES_SOLD_YOY,83,3,7,1,1,0,2,"price, demand_supply, geography",2,0
2148,5090,VALID,,MEDIAN_LIST_PPSF_YOY,t,0.7523847649703926,0.45414375326559175,AVG_SALE_TO_LIST_YOY,t,0.2104272396137101,0.8338973798195021,County,joint_F,8.690145719391296,7.865623546810485e-06,,,,,0.3182779174673891,0.26445775305691976,13.586158413613393,10.035067019372194,0.5165724972475707,5.913729936608603,4.191252639785269e-05,682.6463472987907,684.139680632124,699.5782315533669,1.1279816508973033,1.1279816508973033,1.0970292651522306,49.59013641557031,0.11415894644780303,PASS,,83,3,7,1,0,1,2,"price, market_speed, geography",0,0
2149,2136,VALID,,MEDIAN_LIST_PRICE,t,-0.5662755142814663,0.572874917500048,SOLD_ABOVE_LIST_MOM,t,0.5342227556921871,0.5947467273192473,County,joint_F,8.043320718922724,1.8379564323658954e-05,,,,,0.31822325229645054,0.2643987722145914,13.586703118562234,9.985172753654663,0.5277765394177741,5.912240151924913,4.202714209197889e-05,682.6530025435034,684.1463358768367,699.5848867980795,1.165258958294408,1.165258958294408,1.1151519178811038,19678576.064729992,0.1548887311748263,PASS,,83,3,7,1,0,1,2,"price, market_speed, geography",0,0
2150,2137,VALID,,MEDIAN_LIST_PRICE,t,-0.5696552930549899,0.5705697587480534,SOLD_ABOVE_LIST_MOM,t,0.5379243281456375,0.5921807404707302,PARENT_METRO_REGION,joint_F,10.865337486312578,4.969524057583307e-06,,,,,0.318219500607694,0.2739480396081937,13.586740501042186,9.983458303025776,0.5276925353527679,7.187915045570443,1.4440006902986445e-05,680.6534592755804,681.7587224334751,695.16650292236,3.487796393396392,3.487796393396392,2.220917778041781,19678304.736153834,0.18255499805012892,PASS,,83,3,6,1,0,1,2,"price, market_speed, geography",0,0
2151,6900,VALID,,INVENTORY_YOY,t,-0.5648851030497517,0.5738155655851078,SOLD_ABOVE_LIST_MOM,t,0.5885311061404153,0.557920935544856,County,joint_F,8.755976315304505,7.22134170812275e-06,,,,,0.3182092022902512,0.2643836129973762,13.586843114741495,10.04780502139727,0.5327642807775179,5.9118572870390045,4.2056649142358185e-05,682.6547129839117,684.1480463172451,699.5865972384879,1.1486374520697937,1.1486374520697937,1.0757289237072567,17.150861489678466,0.07559125654463415,PASS,,83,3,7,0,1,1,2,"demand_supply, market_speed, geography",0,0
2152,6901,VALID,,INVENTORY_YOY,t,-0.5646487095360083,0.573954017738515,SOLD_ABOVE_LIST_MOM,t,0.5920396404477041,0.5555584955066514,PARENT_METRO_REGION,joint_F,11.826061266626363,1.8796206605262016e-06,,,,,0.3181694245372414,0.2738947118448546,13.587239457878361,10.055144457043452,0.5323442604524868,7.186256108488555,1.4477742192728566e-05,680.6595553156113,681.764818473506,695.1725989623909,3.58448254505147,3.58448254505147,2.2148644926506145,18.890015205639912,0.08934012628692262,PASS,,83,3,6,0,1,1,2,"demand_supply, market_speed, geography",0,0
2153,234,VALID,,MEDIAN_SALE_PRICE,t,-0.3707011275943239,0.7118913949234928,MEDIAN_LIST_PPSF_MOM,t,0.6619071898698113,0.510032745401301,County,joint_F,7.903352867724347,2.2133039059696368e-05,,,,,0.318168401815325,0.26433959143232433,13.587249648065532,9.983734497795805,0.5214237320016794,5.910745557100474,4.214244890118295e-05,682.6596798126029,684.1530131459363,699.5915640671791,1.1882673485685293,1.1882673485685293,1.1414666273431875,28552491.058879334,0.10755894504978085,PASS,,83,3,7,1,0,0,1,"price, geography",0,0
2154,4881,VALID,,MEDIAN_LIST_PPSF_YOY,t,0.7938082524456473,0.4297466168274682,HOMES_SOLD_YOY,t,-0.22772555657264387,0.8204632093428432,PARENT_METRO_REGION,joint_F,11.713779858628513,2.10331501476019e-06,,,,,0.31813163130199507,0.2738544645034233,13.587616016689353,10.085045150934072,0.5087706197101188,7.185004242689193,1.4506284622025274e-05,680.6641558009892,681.7694189588839,695.1771994477688,3.505708199778635,3.505708199778635,2.1903526473895045,13.375097676835487,0.15072285883464356,FAIL,HOMES_SOLD_YOY,83,3,6,1,1,0,2,"price, demand_supply, geography",2,0
2155,1795,VALID,,MEDIAN_LIST_PRICE,t,-0.7846449968717497,0.4351007287012467,MEDIAN_LIST_PPSF,t,0.5210597523386665,0.6038401160044562,County,joint_F,7.807154391546956,2.5159676240337887e-05,,,,,0.31809908603340686,0.26426480335183367,13.587940278201184,9.865550427193002,0.5568629469261748,5.9088571480546275,4.2288599414622015e-05,682.6681172588806,684.1614505922139,699.6000015134567,4.281117091922256,4.281117091922256,2.0935500916697767,8614262.350186158,0.13468950530049,NOT_APPLICABLE,,83,3,7,1,0,0,1,"price, geography",1,0
2156,1796,VALID,,MEDIAN_LIST_PRICE,t,-0.7896137513666145,0.4321782132356593,MEDIAN_LIST_PPSF,t,0.5247996076001479,0.6012302425934085,PARENT_METRO_REGION,joint_F,10.546366369077147,6.8982879421594e-06,,,,,0.3180964415008787,0.27381698965028645,13.587966626395243,9.865281478029251,0.5566844382880365,7.183838737981661,1.4532909677627519e-05,680.668439146958,681.7737023048527,695.1814827937376,4.280124078427487,4.280124078427487,3.406029263324629,10369646.949063249,0.1591917677626757,NOT_APPLICABLE,,83,3,6,1,0,0,1,"price, geography",1,0
2157,2011,VALID,,MEDIAN_LIST_PRICE,t,-0.6758049714857642,0.5011891755007074,NEW_LISTINGS_MOM,t,0.5219183818862134,0.6032253398057494,PARENT_METRO_REGION,joint_F,10.88440927286848,4.873428866517541e-06,,,,,0.3180698277839865,0.2737886477699597,13.588231783222819,9.96944364625922,0.5096736634089356,7.18295735757792,1.4553077266126088e-05,680.6716784545841,681.7769416124788,695.1847221013637,3.478221936852167,3.478221936852167,2.2330043467454597,9170652.37047782,0.3309306342144115,NOT_APPLICABLE,,83,3,6,1,1,0,2,"price, demand_supply, geography",1,0
2158,3426,VALID,,MEDIAN_PPSF,t,0.7824924990274997,0.4363565232112082,AVG_SALE_TO_LIST_MOM,t,0.22623276502170436,0.8216277288930027,County,joint_F,8.741161240907719,7.361464738703187e-06,,,,,0.3180296338770797,0.26418986813053336,13.58863223190356,10.247251907262704,0.5386130638035753,5.906965408694787,4.2435525706974076e-05,682.6765704451368,684.1699037784701,699.608454699713,1.6374488694294624,1.6374488694294624,1.3565692277427732,45071.116740316895,0.1819200511194196,PASS,,83,3,7,1,0,1,2,"price, market_speed, geography",0,0
2159,558,VALID,,MEDIAN_SALE_PRICE,t,-0.5133000332198167,0.6092304331725764,OFF_MARKET_IN_TWO_WEEKS_MOM,t,0.6493794423687848,0.5180509374761026,County,joint_F,8.165419782874862,1.563895154857404e-05,,,,,0.31802183653904925,0.2641814552131847,13.588709914792204,10.031403601101298,0.5440733280289791,5.906753048687524,4.245205158667478e-05,682.6775194238446,684.170852757178,699.6094036784208,1.1897035663851563,1.1897035663851563,1.1335477283242108,18189632.6651434,0.06777466746327727,PASS,,83,3,7,1,0,1,2,"price, market_speed, geography",0,0
2160,3284,VALID,,MEDIAN_PPSF,t,0.7989180170974524,0.426827651157906,PENDING_SALES_YOY,t,-0.22380532126828123,0.8235093174995416,County,joint_F,8.76349108629851,7.151312098096599e-06,,,,,0.3180198375286645,0.2641792983861906,13.588729830350934,10.296280955440958,0.5437898143095832,5.906698606548392,4.2456289336423454e-05,682.6777627126003,684.1710960459336,699.6096469671764,1.7112404960750747,1.7112404960750747,1.2995041923377502,4883.6311575018435,0.11091312201967257,FAIL,PENDING_SALES_YOY,83,3,7,1,1,0,2,"price, demand_supply, geography",2,0
2161,559,VALID,,MEDIAN_SALE_PRICE,t,-0.5159686278557499,0.6073548089560449,OFF_MARKET_IN_TWO_WEEKS_MOM,t,0.6525919580892728,0.5159629838808473,PARENT_METRO_REGION,joint_F,11.029821436899601,4.200584382780518e-06,,,,,0.31800960958339985,0.2737245192966077,13.588831727936428,10.024837536130864,0.5441678326021111,7.180963333798249,1.459880969600276e-05,680.6790074894104,681.7842706473051,695.19205113619,3.5510841651956877,3.5510841651956877,2.2446517203015746,18182472.71903517,0.08008389889075851,PASS,,83,3,6,1,0,1,2,"price, market_speed, geography",0,0
2162,3285,VALID,,MEDIAN_PPSF,t,0.8030001834920387,0.42444637749718084,PENDING_SALES_YOY,t,-0.22442154127168076,0.8230237594483953,PARENT_METRO_REGION,joint_F,11.837492200017502,1.8582585454444104e-06,,,,,0.3180033256309295,0.2737178272952756,13.588894332466639,10.2999138201916,0.5423092426638486,7.180755271639506,1.4603589996323758e-05,680.679772259207,681.7850354171017,695.1928159059865,3.468876303298956,3.468876303298956,2.427898008846192,5540.120203705408,0.13104763063532657,FAIL,PENDING_SALES_YOY,83,3,6,1,1,0,2,"price, demand_supply, geography",2,0
2163,235,VALID,,MEDIAN_SALE_PRICE,t,-0.37449720874731823,0.709063828663496,MEDIAN_LIST_PPSF_MOM,t,0.6517793702521575,0.5164842933071891,PARENT_METRO_REGION,joint_F,10.667499731235255,6.08863333186604e-06,,,,,0.31800027339444503,0.2737145768616168,13.588924740586076,9.968745830776454,0.5221167655379806,7.180654213233762,1.4605912424969372e-05,680.6801437200526,681.7854068779473,695.1931873668321,3.4870683665627435,3.4870683665627435,2.2308248696512685,27952119.9551808,0.1208011395444122,PASS,,83,3,6,1,0,0,1,"price, geography",0,0
2164,5082,VALID,,MEDIAN_LIST_PPSF_YOY,t,0.7790105123438635,0.43839246211956917,AVG_SALE_TO_LIST_MOM,t,-0.10582758553849181,0.9159979788006386,County,joint_F,8.44266988815868,1.0862192121382405e-05,,,,,0.31798123137762224,0.26413764438111875,13.58911444647395,10.086106083437267,0.513737360053611,5.905647248172216,4.253821118312832e-05,682.6824611188297,684.175794452163,699.6143453734059,1.3749490475388553,1.3749490475388553,1.1904311056019419,73.73931355480325,0.16663106862997462,FAIL,AVG_SALE_TO_LIST_MOM,83,3,7,1,0,1,2,"price, market_speed, geography",2,0
2165,3224,VALID,,MEDIAN_PPSF,t,0.7770781122228303,0.4395247472319298,HOMES_SOLD_YOY,t,-0.2114607871241753,0.8330937516100647,County,joint_F,8.785566629526311,6.949583221132904e-06,,,,,0.31797165026566365,0.2641273068655845,13.589209897197346,10.292297509662559,0.5450078732521733,5.90538634491355,4.255856570693166e-05,682.6836271083059,684.1769604416393,699.6155113628821,1.6326186911318896,1.6326186911318896,1.2797298320827186,4829.270549772152,0.11009940770413294,FAIL,HOMES_SOLD_YOY,83,3,7,1,1,0,2,"price, demand_supply, geography",2,0
2166,3225,VALID,,MEDIAN_PPSF,t,0.7819808075763153,0.4366238972500113,HOMES_SOLD_YOY,t,-0.21531738915599574,0.8300891742726775,PARENT_METRO_REGION,joint_F,11.868014535711936,1.8024288246256874e-06,,,,,0.3179678880111938,0.27368008853140124,13.58924737804048,10.29402995848348,0.5435483026226903,7.179582001049169,1.4630576231546498e-05,680.6840849576898,681.7893481155845,695.1971286044694,3.4696370375892256,3.4696370375892256,2.4042353330246398,5508.773457353645,0.12891239130988608,FAIL,HOMES_SOLD_YOY,83,3,6,1,1,0,2,"price, demand_supply, geography",2,0
2167,769,VALID,,MEDIAN_SALE_PRICE_MOM,t,-0.7748952554386501,0.44080584396090106,MEDIAN_LIST_PPSF,t,-0.2207545325034745,0.8258755474704902,County,joint_F,8.589488154885883,8.966558415241023e-06,,,,,0.31796372939298667,0.26411876066085405,13.589288807472045,9.98175973167492,0.5031003453221996,5.905170657165561,4.257540021132664e-05,682.6845910398124,684.1779243731457,699.6164752943886,1.5175609708644,1.5175609708644,1.2834429323189573,4826.044300334475,0.08179250144204421,FAIL,MEDIAN_SALE_PRICE_MOM,83,3,7,1,0,0,1,"price, geography",2,0
2168,5091,VALID,,MEDIAN_LIST_PPSF_YOY,t,0.7364756975174859,0.4636791725162732,AVG_SALE_TO_LIST_YOY,t,0.17889883641976198,0.8584870261004202,PARENT_METRO_REGION,joint_F,11.721658257043167,2.0867643527582875e-06,,,,,0.31795588737603375,0.27366730863421784,13.58936693170933,10.051678539132693,0.5169610160482243,7.1791847110196185,1.4639725781539928e-05,680.6855453639345,681.7908085218291,695.198589010714,3.524390146262723,3.524390146262723,2.202743733735995,54.293712959516384,0.13342550608930306,PASS,,83,3,6,1,0,1,2,"price, market_speed, geography",0,0
2169,7119,VALID,,SOLD_ABOVE_LIST_MOM,t,0.506036179467668,0.6142959834609976,OFF_MARKET_IN_TWO_WEEKS_MOM,t,0.5391842932749253,0.5913357813703863,County,joint_F,8.704245805266273,7.722845802771796e-06,,,,,0.31795561784985993,0.2641100087327436,13.589369616792043,10.209818106482842,0.5522952258914621,5.9049497825959,4.2592646583342465e-05,682.685578163379,684.1789114967123,699.6174624179552,1.1516208228208331,1.1516208228208331,1.0769883618045373,17.266554388744503,0.1254878463944474,PASS,,83,3,7,0,0,1,1,"market_speed, geography",0,0
2170,7120,VALID,,SOLD_ABOVE_LIST_MOM,t,0.5096119162002155,0.6117808894479513,OFF_MARKET_IN_TWO_WEEKS_MOM,t,0.54239039872835,0.5891159780943593,PARENT_METRO_REGION,joint_F,11.758172022454714,2.0117820463288345e-06,,,,,0.3179520619459353,0.27366323479956756,13.589405041488025,10.206219103627038,0.5527362472327447,7.179058070225074,1.4642643534407014e-05,680.6860108907265,681.7912740486212,695.1990545375061,3.540729643109202,3.540729643109202,2.1958120100627454,19.23250172885965,0.14813569496093953,PASS,,83,3,6,0,0,1,1,"market_speed, geography",0,0
2171,4657,VALID,,MEDIAN_LIST_PPSF_MOM,t,0.716561963737538,0.47584068235833576,NEW_LISTINGS,t,-0.33366560361132525,0.7395507803937932,County,joint_F,7.974099785827099,2.0146798461207498e-05,,,,,0.31793470912633237,0.26408744932051653,13.589577912763744,10.080024037578596,0.543558803130816,5.904380469365932,4.2637132651178316e-05,682.6881225688431,684.1814559021765,699.6200068234193,1.2159135790562803,1.2159135790562803,1.1229810601733163,2243.519415158724,0.13175784897317885,PASS,,83,3,7,1,1,0,2,"price, demand_supply, geography",0,0
2172,4674,VALID,,MEDIAN_LIST_PPSF_MOM,t,0.6425822689196575,0.5224290262486251,NEW_LISTINGS_MOM,t,0.3316788779257117,0.7410446716447214,County,joint_F,8.413986099437183,1.1278023174058854e-05,,,,,0.3179228632108073,0.26407466820113423,13.589695922208856,10.146831599352037,0.551969710139563,5.904057938315233,4.2662356201453776e-05,682.6895640766633,684.1828974099966,699.6214483312394,1.212802520580092,1.212802520580092,1.1327483528602815,24.68288519922226,0.4977678281090203,PASS,,83,3,7,1,1,0,2,"price, demand_supply, geography",0,0
2173,3427,VALID,,MEDIAN_PPSF,t,0.7818213772955178,0.4367170403434285,AVG_SALE_TO_LIST_MOM,t,0.20123147798418395,0.8410482119261464,PARENT_METRO_REGION,joint_F,11.801989030223874,1.9254335156589916e-06,,,,,0.3179159438585085,0.2736247713817883,13.589764852576234,10.264796802026327,0.5386025632954495,7.177862451611718,1.4670219390120339e-05,680.6904060684217,681.7956692263164,695.2034497152013,3.482509133382836,3.482509133382836,2.4261146771358173,42385.021074871256,0.16491014047480765,PASS,,83,3,6,1,0,1,2,"price, market_speed, geography",0,0
2174,4940,VALID,,MEDIAN_LIST_PPSF_YOY,t,0.7903428396890518,0.4317868213289143,PENDING_SALES_YOY,t,-0.044552648891161194,0.9645807396066115,County,joint_F,8.611107941755547,8.71749242325459e-06,,,,,0.31789854289550423,0.26404842786093874,13.589938198870671,10.057548857091046,0.5115847558878268,5.9033957994602355,4.271418646430567e-05,682.6925234929441,684.1858568262775,699.6244077475203,1.1277828999928063,1.1277828999928063,1.0697511733553373,12.183364983988476,0.11206521164651,FAIL,PENDING_SALES_YOY,83,3,7,1,1,0,2,"price, demand_supply, geography",2,0
2175,5083,VALID,,MEDIAN_LIST_PPSF_YOY,t,0.7779212212345846,0.4389992396165072,AVG_SALE_TO_LIST_MOM,t,-0.14647948182222267,0.8839257104586817,PARENT_METRO_REGION,joint_F,11.398556350604151,2.8888555622499606e-06,,,,,0.3178624773025479,0.27356783297154463,13.590297472916824,10.107450526112599,0.5122672889160024,7.176092778333128,1.4711132664701655e-05,680.696911938459,681.8021750963537,695.2099555852386,3.547036205461637,3.547036205461637,2.2807030375213393,78.67589474266664,0.14954296408159568,FAIL,AVG_SALE_TO_LIST_MOM,83,3,6,1,0,1,2,"price, market_speed, geography",2,0
2176,2069,VALID,,MEDIAN_LIST_PRICE,t,-0.5513561916634877,0.5830069528064074,INVENTORY_YOY,t,-0.49140757460146844,0.6245544058699065,County,joint_F,8.066084820846317,1.783369087948715e-05,,,,,0.31783057164770123,0.2639750904619934,13.590615299055859,9.877337696044412,0.5090541334295148,5.901545481540463,4.285936439676104e-05,682.7007940111124,684.1941273444457,699.6326782656886,1.1761987846831576,1.1761987846831576,1.1420113520975639,6862989.7957553705,0.12673858733398355,PASS,,83,3,7,1,1,0,2,"price, demand_supply, geography",0,0
