PERIOD_BEGIN,PERIOD_END,PERIOD_DURATION,REGION_TYPE,REGION_TYPE_ID,TABLE_ID,IS_SEASONALLY_ADJUSTED,Zip Code,City,County,STATE,STATE_CODE_x,PROPERTY_TYPE,PROPERTY_TYPE_ID,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_MOM,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_LIST_PRICE_MOM,MEDIAN_LIST_PRICE_YOY,MEDIAN_PPSF,MEDIAN_PPSF_MOM,MEDIAN_PPSF_YOY,MEDIAN_LIST_PPSF,MEDIAN_LIST_PPSF_MOM,MEDIAN_LIST_PPSF_YOY,HOMES_SOLD,HOMES_SOLD_MOM,HOMES_SOLD_YOY,PENDING_SALES,PENDING_SALES_MOM,PENDING_SALES_YOY,NEW_LISTINGS,NEW_LISTINGS_MOM,NEW_LISTINGS_YOY,INVENTORY,INVENTORY_MOM,INVENTORY_YOY,MEDIAN_DOM,MEDIAN_DOM_MOM,MEDIAN_DOM_YOY,AVG_SALE_TO_LIST,AVG_SALE_TO_LIST_MOM,AVG_SALE_TO_LIST_YOY,SOLD_ABOVE_LIST,SOLD_ABOVE_LIST_MOM,SOLD_ABOVE_LIST_YOY,OFF_MARKET_IN_TWO_WEEKS,OFF_MARKET_IN_TWO_WEEKS_MOM,OFF_MARKET_IN_TWO_WEEKS_YOY,PARENT_METRO_REGION,PARENT_METRO_REGION_METRO_CODE,REGION,LAST_UPDATED
2012-07-01,2012-09-30,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,169900,-0.095795636,-0.108136483,199750,0.013959391,0.109722222,131.6628702,-0.019950411,-0.118973038,160.4224656,0.046323555,0.127793752,59,-0.202702703,0.017241379,63,-0.059701493,-0.307692308,70,-0.027777778,-0.357798165,51,0.02,-0.514285714,49,4.5,-3,0.999723833,-0.008816212,0.01090419,0.305084746,-0.073293633,-0.091466978,0.190476191,-0.033404407,-0.029304029,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2012-11-01,2013-01-31,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,189500,-0.028205128,0.081312411,194950,-0.107576104,0.083657588,148.1386749,0.006793108,0.025566654,161.2500512,0.032956685,0.153158888,62,0.068965517,-0.060606061,68,-0.042253521,-0.093333333,68,0.03030303,-0.268817204,42,0.076923077,-0.596153846,45,0,10,1.002909274,0.007644995,0.036940364,0.370967742,-0.025583982,0.083088954,0.323529412,-0.014498757,0.110196078,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2013-06-01,2013-08-31,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,245260,0.090044444,0.30526876,256500,0.005882353,0.302030457,194.9713419,0.122865594,0.45129438,189.4546884,-0.017601056,0.235680442,46,-0.233333333,-0.378378378,64,0.015873016,-0.044776119,66,0.015384615,-0.083333333,51,-0.019230769,0.02,31,8,-13.5,0.997137207,0.010247106,-0.011402838,0.347826087,-0.052173913,-0.030552291,0.328125,-0.005208333,0.104244403,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2016-11-01,2017-01-31,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,355000,-0.013888889,0.112852665,379000,0.055710306,0.114705882,292.8870293,0,0.092339675,303.4188034,0.012976812,0.193768703,37,-0.212765957,0.057142857,46,-0.021276596,-0.06122449,55,0.12244898,-0.112903226,53,0.039215686,-0.131147541,64,2,27,0.968421999,-0.005959909,-0.015658046,0.324324324,0.005175388,-0.075675676,0.173913044,0.024976873,-0.009760426,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2018-12-01,2019-02-28,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,430000,0,-0.036954087,489000,-0.006097561,0.08908686,305.3233697,-0.07038014,0.032789485,315.058114,0.014118857,-0.051524779,24,-0.172413793,-0.466666667,28,0.037037037,-0.517241379,44,0,-0.228070175,48,0.021276596,0.11627907,63,14.5,18,1.004717094,-0.006500044,0.002495143,0.375,-0.107758621,-0.002777778,0.357142857,0.134920635,0.167487685,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2019-02-01,2019-04-30,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,430000,0,0.023809524,445000,-0.051172708,0.047058824,332.7153955,0.004318385,0.033977075,353.125,0.142696629,0.072071359,29,0.035714286,-0.408163265,34,0.214285714,-0.433333333,39,-0.093023256,-0.426470588,38,-0.025641026,-0.173913044,42,-6,0,0.997943739,-0.011415504,-0.014182235,0.448275862,0.019704434,0.101337087,0.235294118,-0.157563025,-0.098039216,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2020-06-01,2020-08-31,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,500000,0,0.091703057,490000,-0.048451306,0.072210066,332.3816561,0.000816027,-0.106182373,403.6164844,0.121605818,0.142837551,36,0.058823529,-0.027027027,44,0.047619048,-0.169811321,41,-0.068181818,-0.280701754,30,-0.0625,-0.318181818,45,-6,3,0.985210125,-0.005202624,-0.005022593,0.416666667,0.034313725,0.011261261,0.340909091,0.055194805,0.001286449,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2021-07-01,2021-09-30,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,550000,0.018518519,0.116751269,599000,0.032852112,0.224948875,428.5714286,0.08958599,0.185263274,401.0067114,-0.023838481,-0.008351628,41,-0.068181818,0.138888889,39,0.026315789,-0.204081633,59,-0.106060606,0.311111111,54,0.018867925,0.542857143,27,-10,-14.5,0.997370058,0.000462385,0.012321098,0.56097561,0.06097561,0.227642276,0.41025641,-0.0634278,0.083725798,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2022-03-01,2022-05-31,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,587000,0.067272727,0.092093023,602499.5,0.004167507,0.169901942,460.5175491,0.059921343,0.25452946,448.3565576,0.024816453,0.028756585,38,0.085714286,-0.05,40,0.111111111,-0.344262295,68,0.283018868,0.387755102,59,0.113207547,0.512820513,48,5,-7,1.03189448,-0.004956049,0.035633297,0.657894737,-0.056390977,0.282894737,0.375,-0.097222222,0.014344262,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2024-04-01,2024-06-30,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,635000,0.007936508,0.008737093,699000,0.013044946,0.093896714,446.5594319,-0.018278074,0.083322277,420.1628151,0,-0.036552688,36,0.028571429,-0.1,35,-0.027777778,-0.125,43,0.048780488,-0.044444444,46,0.15,0.314285714,36.5,-0.5,-13,1.019415918,0.005021478,0.021781732,0.638888889,-0.018253968,0.238888889,0.342857143,0.00952381,0.092857143,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2024-06-01,2024-08-31,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,686000,0.023880597,0.0976,630000,-0.030769231,-0.030769231,453.6448382,0.052875764,0.235426109,507.994186,0.09129104,0.282139356,36,0.058823529,-0.076923077,36,0.090909091,0.161290323,44,-0.022222222,0.023255814,48,-0.058823529,0.411764706,44,4.5,-7,1.016382363,-0.006004176,0.032938554,0.611111111,-0.035947712,0.123931624,0.222222222,-0.050505051,-0.164874552,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2024-07-01,2024-09-30,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,690000,0.005830904,0.131147541,617499.5,-0.019842063,-0.029088836,453.7259615,0.000178826,0.249690934,500.8503401,-0.01406285,0.120979291,35,-0.027777778,0.206896552,30,-0.166666667,0.304347826,48,0.090909091,0.043478261,55,0.145833333,0.341463415,48,4,16.5,1.00785716,-0.008525203,0.024838142,0.571428571,-0.03968254,0.019704434,0.233333333,0.011111111,-0.244927536,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2025-04-01,2025-06-30,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,630000,-0.007874016,-0.007874016,646500,-0.005231574,-0.075107296,489.4419306,0.022751896,0.096028648,495.347114,-0.009305772,0.178940868,29,-0.033333333,-0.194444444,29,-0.121212121,-0.171428571,52,0.019607843,0.209302326,53,-0.018518519,0.152173913,71,4,34.5,0.994823374,-2.63E-05,-0.024592544,0.344827586,-0.055172414,-0.294061303,0.379310345,0.076280042,0.036453202,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2025-06-01,2025-08-31,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,595000,-0.04723779,-0.132653061,654450,0.014651163,0.038809524,506.1278094,0.018937884,0.115691763,475.7262545,-0.033761108,-0.063520277,22,-0.153846154,-0.388888889,25,-0.166666667,-0.305555556,40,-0.111111111,-0.090909091,52,0,0.083333333,65,10.5,21,0.98900449,-0.009501704,-0.027377873,0.318181818,-0.066433566,-0.292929293,0.28,-0.086666667,0.057777778,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2025-08-01,2025-10-31,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,600000,0.008403361,-0.072284499,704499.5,0.06758524,0.118430703,518.1174089,0.016683217,-0.025319298,489.2361111,-0.066142954,0.017697687,22,-0.153846154,-0.352941177,25,0,-0.038461538,38,0.117647059,-0.073170732,51,0.02,0.0625,60.5,4.5,13,0.985296422,-0.001005481,-0.015621722,0.454545455,0.031468531,-0.07486631,0.2,0,0.007692308,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2025-10-01,2025-12-31,90,zip code,2,37448,FALSE,90001,Los Angeles,Los Angeles County,California,CA,All Residential,-1,645000,0.057377049,0.089527027,732500,0.058526012,-0.023333333,537.4203822,0.047280745,0.004742454,478.4160656,-0.017452901,-0.008780165,27,0.421052632,0.08,30,0.2,-0.189189189,36,0,0.090909091,35,-0.31372549,-0.3,109,48.5,75,0.990321862,0.004424473,0.008520933,0.296296296,-0.177387914,-0.183703704,0.266666667,-0.053333333,0.05045045,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2012-02-01,2012-04-30,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,149900,-0.000333444,-0.143428571,169850,0.04202454,-0.000882353,126.2626263,0.041094917,-0.019987105,138.3121232,0.061363556,-0.020498691,113,0.107843137,-0.081300813,162,0.157142857,0.025316456,131,-0.083916084,-0.186335404,141,-0.107594937,-0.312195122,63,0,-13,0.983783312,0.002767408,-0.005610044,0.345132743,0.01179941,0.01179941,0.154320988,-0.024250441,-0.00390686,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2013-04-01,2013-06-30,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,208000,0.04,0.283950617,220000,0.073170732,0.257142857,166.4126016,0.053946477,0.257339657,169.6750903,0.01953242,0.158688451,100,0.123595506,-0.18699187,113,-0.096,-0.275641026,103,0,-0.162601626,58,0.094339623,-0.516666667,33,-2,-27,0.99995855,-0.000211827,0.01429872,0.48,0.086741573,0.114146342,0.265486726,0.009486726,0.098820059,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2013-06-01,2013-08-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,220000,0,0.333333333,235000,0,0.306281267,174.4545153,0.020808135,0.24026815,181.3041981,0.044696213,0.244838145,96,-0.067961165,-0.225806452,103,0,-0.294520548,120,0.071428571,-0.130434783,69,0.045454545,-0.355140187,30,-1.5,-25,0.99481128,-0.006158419,0.009046052,0.427083333,-0.019518608,0.104502688,0.262135922,-0.019417476,0.04295784,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2013-10-01,2013-12-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,217500,-0.0625,0.286982249,236450,0,0.244801264,174.499649,-0.039563691,0.144990977,181.7844247,0.066296574,0.200243317,88,0.189189189,-0.214285714,99,-0.1,-0.195121951,106,-0.242857143,0.127659575,78,-0.195876289,0.2,38.5,9.5,-10.5,0.98921414,-0.014073499,0.00554354,0.420454546,-0.039004914,0.099025974,0.191919192,-0.044444444,-0.035723085,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2015-08-01,2015-10-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,279000,-0.003571429,0.13877551,288000,0.028571429,0.086792453,236.5177869,-0.011203059,0.161775369,232.3279925,-0.060362342,0.060057378,100,0.123595506,0.265822785,106,-0.053571429,0.049504951,133,0.136752137,0.198198198,102,0.108695652,0.228915663,42,6,10,0.994381262,-0.001378482,-0.020939505,0.39,-0.014494382,-0.065696203,0.283018868,0.006233154,0.065197086,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2015-12-01,2016-02-29,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,300000,0.01010101,0.224489796,305000,0.016666667,0.133828996,224.2354546,-0.005596185,0.026040111,253.1083481,0.003629624,0.129107873,80,0.025641026,0.081081081,97,-0.126126126,0.2125,93,0.021978022,-0.041237113,79,-0.0125,-0.091954023,48,-0.5,10,0.987125406,-0.01700762,0.012251096,0.4875,-0.038141026,0.163175676,0.216494845,0.027305656,-0.046005155,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2016-07-01,2016-09-30,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,312000,-0.003194888,0.114285714,313450,-0.004920635,0.119464286,240.6130268,0.002497896,0.005917686,267.5838669,0.051287124,0.082228084,93,0.056818182,0.04494382,90,-0.158878505,-0.196428571,124,-0.03125,0.05982906,98,0.126436782,0.065217391,30,-12,-6,0.980725447,0.000152803,-0.015034298,0.35483871,0.048020528,-0.049655672,0.366666667,0.002180685,0.089880952,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2016-10-01,2016-12-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,310000,0.033333333,0.087719298,319900,0.007717751,0.068113523,253.9340473,-0.001577496,0.064292788,278.065953,0.046539132,0.170885266,70,-0.090909091,-0.255319149,77,-0.0375,-0.3125,71,-0.244680851,-0.317307692,76,-0.11627907,0.055555556,28.5,5,-17.5,0.985857543,0.005262882,-0.021360681,0.457142857,0.054545455,-0.010942249,0.194805195,-0.005194805,-0.019480519,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2017-06-01,2017-08-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,340000,0,0.086261981,362500,0.035714286,0.150793651,310.3773585,-0.024179989,0.293166264,333.8740458,-0.015950181,0.311728878,85,-0.04494382,-0.034090909,90,-0.0625,-0.158878505,112,0.018181818,-0.125,86,0.131578947,-0.011494253,50,-2,8,0.999903205,0.00047564,0.019330561,0.505882353,0.022736286,0.199064171,0.4,0.045833333,0.035514019,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2017-10-01,2017-12-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,360000,0.028571429,0.161290323,375000,-0.01055409,0.172241325,304.4263776,-0.083030851,0.198840332,303.2407407,0.023649897,0.090535312,77,0.026666667,0.1,87,-0.09375,0.12987013,95,-0.12037037,0.338028169,71,-0.101265823,-0.065789474,29,-12,0.5,1.013012376,0.006866334,0.027154833,0.493506494,-0.03982684,0.036363636,0.229885058,-0.009698276,0.035079863,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2018-01-01,2018-03-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,364250,-0.002054795,0.120769231,397400,0.01377551,0.179228487,313.9810427,0.031385799,0.098933649,316.0011173,0.001480464,0.048405045,68,-0.014492754,-0.014492754,99,0.125,0.020618557,108,0.24137931,0.08,87,0.115384615,0.035714286,40,1,-13.5,0.99924262,0.000594911,-0.012535523,0.455882353,0.035592498,0.079070759,0.272727273,0.011363636,0.066541706,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2020-02-01,2020-04-30,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,445000,0.063321386,0.118090452,450000,0.023890785,0.12528132,345.1251079,-0.010513296,0.035375324,361.7363344,0.006092735,0.021766237,41,-0.240740741,-0.305084746,61,-0.016129032,-0.217948718,71,-0.1125,-0.12345679,56,-0.066666667,0.037037037,65,-10,13.5,0.996074374,0.002450302,-0.000648838,0.536585366,0.055103884,-0.056634973,0.262295082,0.004230566,-0.058217739,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2020-06-01,2020-08-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,461250,0.025001139,0.157465496,459000,-0.022260092,0.061394381,385.5395653,0,0.186533416,381.8700928,0.008910322,0.047543225,42,-0.045454545,-0.222222222,73,0.089552239,0.351851852,69,-0.092105263,-0.178571429,50,-0.180327869,-0.180327869,55,8,11.5,0.993650421,-0.011954554,0.007499091,0.404761905,-0.027056277,-0.002645503,0.383561644,0.025352689,0.124302385,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2020-08-01,2020-10-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,475000,0.010638298,0.112412178,465000,0.033333333,0.135531136,380.5175038,0.003693433,-0.01065449,383.0806065,0.000803537,0.00274506,55,0.1,0.12244898,66,-0.095890411,-0.131578947,81,-0.012195122,-0.035714286,54,0.018867925,-0.194029851,51,-9,6,1.012729387,0.007735938,0.021338427,0.545454546,0.045454545,0.055658627,0.424242424,-0.01411374,0.095295056,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2021-06-01,2021-08-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,512500,0.056701031,0.111111111,525000,-0.009247028,0.14379085,447.4696874,0.001518519,0.160632339,458.5076336,0.066212196,0.200690084,54,-0.114754098,0.285714286,58,-0.033333333,-0.205479452,82,0.064935065,0.188405797,55,0.222222222,0.1,37,3,-18,1.018404862,-0.006404511,0.02475444,0.703703704,-0.001214329,0.298941799,0.517241379,-0.066091954,0.133679736,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2022-04-01,2022-06-30,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,581000,0.014847162,0.197938144,599900,0.043304348,0.164854369,487.9064857,0.005188478,0.121458943,459.9339083,-0.009825799,0.06952885,70,0.25,0.029411765,65,-0.097222222,0.120689655,82,0.025,0.064935065,68,0.114754098,0.307692308,31,-0.5,-11,1.031491758,-0.003776422,0.011802954,0.571428571,-0.017857143,-0.075630252,0.446153846,0.001709402,-0.14005305,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2022-05-01,2022-07-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,586000,0.008605852,0.208247423,599000,-0.00150025,0.130401963,460.5263158,-0.056117659,0.030741627,452.4810765,-0.016204136,0.052198059,63,-0.1,0.032786885,59,-0.092307692,-0.016666667,85,0.036585366,0.103896104,75,0.102941177,0.666666667,28,-3,-6,1.029721041,-0.001770717,0.004911668,0.571428571,0,-0.133489461,0.423728814,-0.022425033,-0.15960452,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2022-08-01,2022-10-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,595000,0.025862069,0.153100775,592500,0.030434783,0.139423077,439.4130488,-0.010266615,0.003619403,443.9126166,-0.017411418,-0.041006411,44,0,-0.063829787,60,0,-0.016393443,86,0.023809524,0.146666667,102,0.186046512,0.821428571,38,2,-1.5,0.980688195,0.000170219,-0.040449163,0.386363636,0,-0.315764023,0.35,0.016666667,0.022131148,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2022-11-01,2023-01-31,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,550000,-0.030837004,0.057692308,568000,-0.019760117,0.061781475,464.7164099,0.007898175,-0.041969247,474.0912424,-0.021137523,0.090657007,46,0.045454545,-0.220338983,46,-0.098039216,-0.220338983,38,-0.296296296,-0.387096774,59,-0.132352941,0.282608696,62,7,22,0.989818173,-0.004476848,-0.018814366,0.434782609,-0.019762846,-0.141488578,0.086956522,-0.128729753,-0.438467207,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2023-12-01,2024-02-29,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,585000,0.054054054,0.073394495,599937.5,0,0.077087074,468.75,0.019183156,-0.049759941,487.564428,0.012762441,0.082589865,41,-0.18,-0.023809524,46,-0.148148148,-0.098039216,46,-0.115384615,-0.021276596,44,0.023255814,-0.343283582,40,-3,-22,1.004907382,0.015679353,0.010609185,0.512195122,0.112195122,0.012195122,0.239130435,0.035426731,0.043052003,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2025-02-01,2025-04-30,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,580000,0.005199307,-0.032527106,632450,0.054259043,0.062941176,498.7298899,0.007398675,0.009477368,488.6814855,-0.015397303,0.011656409,49,0.361111111,0.361111111,65,0.25,0.477272727,72,0.107692308,0.6,54,-0.217391304,0.421052632,65,-2,25,0.999253232,0.001970953,-0.009711947,0.408163265,0.074829932,-0.202947846,0.292307692,0.003846154,0.01958042,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2025-04-01,2025-06-30,90,zip code,2,37449,FALSE,90002,Los Angeles,Los Angeles County,California,CA,All Residential,-1,587500,0.004273504,-0.0562249,650000,0.001540832,0.069959728,552.0958383,0.025605062,0.139380203,482.2508039,0.013468612,0.018924546,52,-0.087719298,0.268292683,51,-0.019230769,0.040816327,57,-0.095238095,0.017857143,60,0.071428571,0.304347826,69,5.5,29,0.997316847,-0.004591188,-0.017464558,0.461538462,0.04048583,-0.148217636,0.235294118,0.023755656,-0.132052821,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2012-06-01,2012-08-31,90,zip code,2,37450,FALSE,90003,Los Angeles,Los Angeles County,California,CA,All Residential,-1,194000,0.065934066,0.026455026,209950,0.052644773,0.076666667,137.6771894,0.001012051,0.05785863,160,0.050566038,0.16462585,141,0.110236221,-0.027586207,171,0.023952096,-0.017241379,143,0.014184397,-0.222826087,124,-0.053435115,-0.41509434,63,1,19,0.986811753,-0.008431991,-0.001880466,0.347517731,-0.046183057,0.002690144,0.175438597,0.019749974,0.031760436,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2012-10-01,2012-12-31,90,zip code,2,37450,FALSE,90003,Los Angeles,Los Angeles County,California,CA,All Residential,-1,190000,0.049723757,0.027027027,225000,0,0.130653266,145.200486,-0.01409415,0.155003866,159.0330789,0.087067312,0.118825681,126,0.076923077,-0.038167939,132,-0.03649635,-0.007518797,133,0.055555556,-0.125,102,-0.037735849,-0.497536946,47,-11.5,-28,0.998199219,0.001654736,0.029929777,0.404761905,0.028693529,0.107051981,0.242424242,0.03804468,0.122123491,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2013-02-01,2013-04-30,90,zip code,2,37450,FALSE,90003,Los Angeles,Los Angeles County,California,CA,All Residential,-1,225000,0.022727273,0.184210526,234900,0.021748586,0.239577836,156.2266965,0.039844892,0.202582245,173.8514325,0.020576511,0.251730314,105,0.03960396,-0.275862069,150,0.119402985,-0.230769231,147,0.072992701,-0.098159509,86,-0.033707865,-0.472392638,48,1,-11.5,1.007953324,0.006016636,0.024930782,0.4,0.003960396,0.089655172,0.266666667,0.005472637,0.071794872,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2013-08-01,2013-10-31,90,zip code,2,37450,FALSE,90003,Los Angeles,Los Angeles County,California,CA,All Residential,-1,245000,0.027253669,0.272727273,272450,-0.015359595,0.267209302,182.5,0.065508254,0.273910478,181.5699126,-0.010293458,0.208542914,105,-0.027777778,-0.166666667,133,0.072580645,-0.16875,148,0.027777778,0.15625,106,0.081632653,-0.009345794,32,2.5,-25,0.994946987,-0.008367622,0.009971309,0.390476191,-0.026190476,0.057142857,0.248120301,0.006184817,0.079370301,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2014-03-01,2014-05-31,90,zip code,2,37450,FALSE,90003,Los Angeles,Los Angeles County,California,CA,All Residential,-1,265000,0.021194605,0.127659575,294999,-0.006737374,0.2291625,181.6979218,0.034528222,0.073830719,197.7494374,0.0053311,0.103340451,74,-0.026315789,-0.383333333,127,0.085470085,-0.185897436,137,0.053846154,-0.092715232,100,0.01010101,0.136363636,33,4,-13.5,1.000074772,0.012219867,0.006192766,0.405405405,0.063300142,0.038738739,0.267716535,0.028400296,0.011306279,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2014-04-01,2014-06-30,90,zip code,2,37450,FALSE,90003,Los Angeles,Los Angeles County,California,CA,All Residential,-1,280000,0.056603774,0.217391304,290000,-0.01694582,0.137254902,179.5972793,-0.01156118,0.059017187,195.8596523,-0.009556462,0.108006033,94,0.27027027,-0.216666667,126,-0.007874016,-0.09352518,119,-0.131386861,-0.118518519,94,-0.06,0.093023256,36,3,3.5,0.983322792,-0.01675198,-0.009961809,0.329787234,-0.075618171,-0.061879433,0.23015873,-0.037557805,-0.021639831,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2015-03-01,2015-05-31,90,zip code,2,37450,FALSE,90003,Los Angeles,Los Angeles County,California,CA,All Residential,-1,282500,0.027272727,0.066037736,307450,-0.053708833,0.042206923,240.4158695,0.001511412,0.323162462,233.9181287,0.007318659,0.182901614,90,0.267605634,0.216216216,108,0.14893617,-0.149606299,147,-0.051612903,0.072992701,147,0.105263158,0.47,38.5,-2.5,5.5,0.994311361,0.005242822,-0.005763411,0.355555556,0.017527387,-0.04984985,0.212962963,-0.02107959,-0.054753572,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
2015-04-01,2015-06-30,90,zip code,2,37450,FALSE,90003,Los Angeles,Los Angeles County,California,CA,All Residential,-1,299500,0.060176991,0.069642857,299949,-0.024397463,0.034306897,236.1009338,-0.017947799,0.314613087,239.3075356,0.023039715,0.221831719,86,-0.044444444,-0.085106383,116,0.074074074,-0.079365079,131,-0.108843537,0.100840336,131,-0.108843537,0.393617021,44,5.5,8,0.986910738,-0.007400623,0.003587946,0.337209302,-0.018346253,0.007422068,0.25,0.037037037,0.01984127,"Los Angeles, CA",31084,SoCal,2026-01-12 14:43:38.223 Z
